train_content,label
耕犢驚雷斃，寒蕪入圃荒。,2
如何帝未夢，吟苦頂鋪霜。,2
雲穿搗藥屋，雪壓釣魚船。,2
松風吹髮亂，巖溜濺碁寒。,2
圭竇先知曉，盆池別見天。,2
詩題：酬皇甫冉西陵見寄詩：西陵潮已漏，島嶼沒中流。,2
越客依風水，相看南渡頭。,2
寒光生極浦，暮雪映滄州。,2
何事揚帆去，空驚海上鷗。,2
又是春殘也，如何出翠帷。,2
落花人獨立，微雨燕雙飛。,2
寓目魂將斷，經年夢亦非。,2
那堪嚮秋夕，蕭颯暮蟾輝。,2
又是秋殘也，無聊意若何。,2
客程江外遠，歸思夜深多。,2
峴首飛黄葉，湘湄走白波。,2
仍聞漢都護，今歲合休戈。,2
病卧瘴雲間，莓苔漬竹關。,2
孤吟牛渚月，老憶洞庭山。,2
壯志潛消盡，淳風竟未還。,2
今朝忽相遇，執手一開顔。,2
風高弓力大，霜重角聲干。,2
客帆來異域，別島落蟠桃。,2
寒清萬國土，冷鬭四維根。,2
漏光殘井甃，缺影背山椒。,2
萬木殘秋裏，孤舟半夜猿。,2
因尋買珠客，誤入射猿家。,2
何處殘春夜，和花落古宮。,2
孤舟半夜雨，上國十年心。,2
獨夜思君切，無人知此情。,2
滄洲歸未得，華髮別來生。,2
孤館木初落，高空月正明。,2
遠書多隔歲，猶念沒前程。,2
草疊到孤頂，身齊高鳥翔。,2
勢疑撞翼軫，翠欲滴瀟湘。,2
雲濕幽崖滑，風梳古木香。,2
晴空聊縱目，杳杳極窮荒。,2
拂塵開素匣，有客獨傷時。,2
古調俗不樂，正聲君自知。,2
寒泉出澗澀，老檜倚風悲。,2
縱有來聽者，誰堪繼子期。,2
三千功滿輕升去，留得山前舊隠基。,2
但見白雲長掩映，不知浮世幾興衰。,2
松梢風觸霓旌動，棕葉霜沾鶴翅垂。,2
近代無人尋異事，野泉噴月瀉秋池。,2
韶也命何奇，生前與世違。,2
貧棲古梵剎，終著舊麻衣。,2
雅句僧抄遍，孤墳客吊稀。,2
故園今孰在，應見夢中歸。,2
伴行唯瘦鶴，尋寺入深雲。,2
江城賣藥常將鶴，古寺看碑不下馿。,2
前賢功及物，禹後杳難儔。,2
不及古今色，平分南北流。,2
寒衝山影岸，清繞荻花洲。,2
盡是朝宗去，潺湲早晚休。,2
稚子出看莎徑沒，漁翁來報竹橋流。,2
踪跡未辭鴛鷺客，夢魂先到鷓鴣村。,2
佛法詩名誰更繼，未聞隨分謁侯王。,2
洗盂秋澗日華動，搗藥夜堂雲氣香。,2
苔蘚亂青封疊石，杉松濃影過空牆。,2
若非火嶽□□地，那得吾師住久長。,2
湖南雖不就卑官，高卧深雲道自安。,2
病起坐當秋閣迥，酒醒吟對夜濤寒。,2
爐中藥熟分僧服，榻上琴閑借我彈。,2
幸遇清朝有良鑒，退身爭忍似方干。,2
駿馬機前異，遊人肘後懸。,2
既參雲外客，試爲老僧看。,2
雪嶺梅花綻，雲洞老僧驚。,2
平原翠削萬瓊瑰，頓轡塵沙眼暫開。,2
文網牽人寧底急，未妨特特看山來。,2
地連錦野東西去，水接朱川次第來。,2
石壓木斜出，岸懸花倒生。,2
到處聞人乞篆蹤，學來年久有深功。,2
墨池闊類湘江水，筆塚高齊太華峰。,2
金錫罷飛新解虎，鐵盂收掌舊降龍。,2
知師吟戀烟村景，不肯迴頭望九重。,2
寶書驚絕耀天章，飛白親題賜玉堂。,2
瑞彩上騰流素月，朗河下注映丹牆。,2
鶴盤吳嶼雙翎健，鵲顧雕陵巨翼長。,2
遊霧半收懸組練，輕雲斜拂駐鸞皇。,2
墨池併獲三奇寶，翠琰俱生五色光。,2
陪讌禁林知有幸，叩頭遥祝萬年觴。,2
知有英儒伯始孫，聚書講學賁邱園。,2
征搜合副來賢詔，旌表宜題遍德門。,2
舉族爲人俱孝弟，深幽何草不蘭蓀。,2
小冠子夏來相示，詩版因憑寄竹軒。,2
誰似金華楊學士，十聯詩在御屏間。,2
百花將盡牡丹坼，十雨初晴太液春。,2
宿雨一番蔬甲拆，春山幾處茗旗香。,2
ff。,2
雲隠秋鴻水隠魚，相思難得惠休書。,2
遥聞養性棲蓮岳，不肯携筇入帝都。,2
金殿聖緣應未斷，玉堂知己漸凋疏。,2
何人曾得陪高論，頭戴神羊馬大夫。,2
溪山盡日行，方聽遠鐘聲。,2
入院逢僧定，登樓見月生。,2
露垂羣木潤，泉落一巖清。,2
此景關吾事，通宵寐不成。,2
先生雙鬢華，深谷卧雲霞。,2
不伐有巢樹，多移無主花。,2
石泉春釀酒，松火夜煎茶。,2
因問山中事，如君有幾家。,2
春至衡陽雁，思歸塞路長。,2
汀洲齊奮翼，霄漢共成行。,2
雪盡翻風暖，寒收度月凉。,2
直應到秋日，依舊返瀟湘。,2
春江多去情，相去枕長汀。,2
數雁別湓浦，片帆離洞庭。,2
雨餘沙草綠，雲散岸峰青。,2
誰共觀明月，漁歌夜好聽。,2
古今傳此嶺，高下勢崢嶸。,2
安得青山路，化爲平地行。,2
蒼苔留虎跡，碧樹障溪聲。,2
欲過一回首，踟躕無限情。,2
甌閩在天末，此去整行衣。,2
久客逢春盡，思家冒暑歸。,2
海雲添晚景，山瘴滅晴暉。,2
相憶吟偏苦，不堪書信稀。,2
深山宜避暑，門戶映嵐光。,2
夏木蔭溪路，晝雲埋石床。,2
心源澄道靜，衣葛蘸泉凉。,2
算得紅塵裏，誰知此興長。,2
渡口樹冥冥，南山漸隠青。,2
漁舟歸舊浦，鷗鳥宿前汀。,2
靜榻懸燈坐，閒門對浪扃。,2
相思頻到此，幾番醉還醒。,2
蹉跎春又晚，天末信來遲。,2
長憶分携日，正當摇落時。,2
獨遊饒旅恨，多事失歸期。,2
君看前溪樹，山禽巢幾枝。,2
負琴兼杖藜，特地過巖西。,2
已見竹軒閉，又聞山鳥啼。,2
長松寒倚谷，細草暗連溪。,2
久立無人事，烟霞歸路迷。,2
世路爭名利，深山獨結茅。,2
安情自得所，非道豈相交。,2
百尺松當戶，千年鶴在巢。,2
知君於此景，未欲等閒拋。,2
聞罷城中講，來安頂上禪。,2
夜燈明石室，清磬出巖泉。,2
欲訪慚多事，相思恨隔年。,2
終期息塵慮，接話虎溪邊。,2
閒來南渡口，迤邐看江楓。,2
一路波濤畔，數家蘆葦中。,2
遠汀排晚樹，深浦漾寒鴻。,2
吟罷慵回首，此情誰與同。,2
谷口何時住，烟霞一徑深。,2
水聲離遠洞，山色出疏林。,2
雪彩從沾鬢，年光不計心。,2
自言人少到，猶喜我來尋。,2
僧話磻溪叟，平生重赤松。,2
夜堂悲蟋蟀，秋水老芙蓉。,2
吟坐倦垂釣，閒行多倚筇。,2
聞名來已久，未得一相逢。,2
掩關苔滿地，終日坐騰騰。,2
暑氣冷衣葛，暮雲催燭燈。,2
寂寥知得趣，疏懶似無能。,2
還憶舊遊否，何年別杜陵。,2
曾於塵埃望，此景在烟霄。,2
巖靜水聲近，山深暑氣遥。,2
杖藜青石路，煮茗白雲樵。,2
寄語爲郎者，誰能訪寂寥。,2
擁錫南遊去，名香幾處焚。,2
別來無遠信，多恐在深雲。,2
好月曾同步，幽香省共聞。,2
相思不相見，林下葉紛紛。,2
久與鄉關阻，風塵損舊衣。,2
水思和月泛，山憶共僧歸。,2
林想添鄰舍，溪應改釣磯。,2
弟兄無苦事，不用別庭闈。,2
新秋初雨後，獨立對遥山。,2
去鳥望中沒，好雲吟裏還。,2
長年慚道薄，明代取身閒。,2
從有西征思，園林懶閉關。,2
舊山臨海色，歸路到天涯。,2
此別各多事，重逢是幾時。,2
江行晴望遠，嶺宿夜吟遲。,2
珍重南方客，清風失所思。,2
偶愛春山在，因循值暑時。,2
風塵非所願，泉石本相宜。,2
坐久松陰轉，吟餘蟬韻移。,2
自慚疏野甚，多失故人期。,2
深居少往還，卷箔早秋間。,2
雨灑吟蟬樹，雲藏嘯狖山。,2
炎蒸如便退，衣葛亦堪閒。,2
靜坐得無事，酒卮聊暢顔。,2
孑然南越去，替爾畏前程。,2
見說路歧嶮，不通車馬行。,2
瘴烟迷海色，嶺樹带猿聲。,2
獨向山家宿，多應鄉思生。,2
咫尺東溪路，年來偶訪遲。,2
泉聲迷雨夜，花片落空枝。,2
石徑逢僧出，山床見鶴移。,2
貧齋有琴酒，曾許月圓期。,2
秋風楚江上，送子話遊遨。,2
遠水宿何處，孤舟春夜濤。,2
浦雲沈雁影，山月照猿嗥。,2
莫爲饑寒苦，便成名利勞。,2
烟霞多放曠，吟嘯是尋常。,2
猿共摘山果，僧鄰住石房。,2
躡雲雙屐冷，採藥一身香。,2
我憶相逢夜，松潭月色凉。,2
浮世況多事，飄流每嘆君。,2
路岐何處去，消息幾時聞。,2
吟裏落秋葉，望中生暮雲。,2
孤懷誰慰我，夕鳥自成羣。,2
別業五湖上，春殘去路賒。,2
還尋舊山水，重到故人家。,2
門徑掩芳草，園林落異花。,2
君知釣磯在，猶喜有生涯。,2
高樓臨古岸，野步晚來登。,2
江水因寒落，山雲爲雪凝。,2
遠村雖入望，危檻不堪憑。,2
親老未歸去，鄉愁徒自興。,2
草堂南澗邊，有客嘯雲烟。,2
掃葉林風後，拾薪山雨前。,2
野橋通竹徑，流水入芝田。,2
琴月相親夜，更深戀不眠。,2
方袍紫染出彤庭，久在林泉養性靈。,2
無事撓心長見醉，有名傳世不曾醒。,2
多年別我頭先白，此日逢師眼倍青。,2
記得上都相會否，夜飛杯篆老君經。,2
千峰夾一徑，一徑花枕泉。,2
聽泉復看花，行到鍾山前。,2
古寺雲生屋，高僧月伴禪。,2
自慚留一宿，匹馬又朝天。,2
沿溪復踐雲，雲邊訪道人。,2
水聲齊入耳，山色來遶身。,2
聞君話經濟，使我開精神。,2
少微星在此，飛詔何因循。,2
清風不見面，白汗如波流。,2
走來君洞裏，雲樹冷颼颼。,2
更瀉葡萄綠，千杯沃倒愁。,2
魂疑更回首，殘熱又爲讎。,2
蜀中何物靈，有竹慈爲名。,2
一叢闊數步，森森數十莖。,2
長莖復短莖，枝葉不崢嶸。,2
去年筍已長，今年筍又生。,2
高低相倚頼，渾如長幼情。,2
孝子侍父立，順孫隨祖行。,2
慈愛必孝順，根枝信天成。,2
吾聞唐之人，孝行常忻忻。,2
鄆州張公藝，九世同一門。,2
大帝聞其名，衡茅降至尊。,2
馮宿丱歲時，隨父廬祖墳。,2
父子相隨孝，靈芝特地春。,2
北海呂元簡，四世爲家主。,2
以至牛馬羊，異母皆相乳。,2
虞鄉董恭直，鞠養諸孤遺。,2
鴝鵒與鴉鵲，同巢而共枝。,2
孝行動天地，鳥獸皆隨時。,2
又聞猓然獸，死不相棄離。,2
{蜳攵}𧍪與鮫魚，子母長相隨。,2
獸面而人心，此獸信有之。,2
獸心而人面，其人誠可悲。,2
李鈞爲侍御，棄母在溫州。,2
母因殍餓死，甘旨何悠悠。,2
光祿李玕者，亦是斯人流。,2
有母不侍養，異居經千秋。,2
唐家法網寬，貸死流遐陬。,2
崔湜爲侍郎，天子賜瓜香。,2
携歸與愛妾，老母不得嘗。,2
一旦惡貫盈，殺之於路傍。,2
越公鍾紹京，至孝何殊常。,2
少時得果瓜，先解進高堂。,2
長大遇玄宗，榮華不可當。,2
孝者名常新，逆者污人倫。,2
人既不如竹，乃是一埃塵。,2
夫爲人子者，莫若事尊親。,2
夫爲人父者，莫若教兒孫。,2
積善與行孝，可以立其身。,2
我願移此竹，栽於率土濱。,2
使彼行人見，皆爲慈孝人。,2
樵童見此竹，且莫伐爲薪。,2
能爲孝義復爲文，惟有君家事漸新。,2
旌表已迎金殿敕，子孫常宴杏園春。,2
親情廣闊追隨大，鼓笛喧勝嫁娶頻。,2
更置書堂書萬卷，不辭延待四方人。,2
去來無蹤跡，大塊一飛塵。,2
夜聞磧外鈴聲苦，曉聽城頭畫角哀。,2
不是感恩心似鐵，誰人肯向此間來。,2
僧門奇士有英公，篆隸高能世莫窮。,2
五色彩毫傳夢寐，三乘真諦達虛空。,2
賜衣深染函關上，寵號光呼柰苑中。,2
幸對風情添逸趣，好陪清話在蓮宮。,2
千尋練带新安水，萬仞花屏問政山。,2
自少雲霞居物外，不多塵土到人間。,2
壺懸仙島吞舟罷，椀浸星宮沈水閑。,2
寶籙篋垂金縷带，絳囊絳鎖玉連環。,2
靜張棋勢鋪還打，默考仙經補又刪。,2
床並葛鞋寒兔伏，窗橫檉几老龍跧。,2
溪童乞火朝敲竹，山鬼聽琴夜撼{枦睘}。,2
草暗碧潭思句曲，松昏紫氣度深關。,2
龜成淺甲毛猶綠，鶴化幽翎頂更殷。,2
阮洞神仙分藥去，蔡家兄弟寄書還。,2
黄精苗倒眠青鹿，紅杏枝低挂白鷳。,2
容易煮茶供客用，辛勤栽果與猿攀。,2
常尋靈穴通三島，擬過流沙化百蠻。,2
新隠漸開侵月窟，舊林猶悅枕沙灣。,2
手疏俗禮慵非傲，肘護靈方臂不慳。,2
海上使頻青鳥黠，篋中藏久白馿頑。,2
筇枝健拄菖蒲節，筍櫛高簪玳瑁斑。,2
花氣熏心香馥馥，澗聲聆耳冷潺潺。,2
高墳自掩浮生骨，短晷難窮不死顔。,2
早晚重逢蕭塢客，願隨芝蓋出塵寰。,2
陰香裝豔入青紗，還與敧眠好事家。,2
夢裏却成三色雨，枕山不敢鬭清華。,2
嘉陵江畔餞行車，離袂難分十里餘。,2
慷慨莫誇心似鐵，留連不覺淚成珠。,2
風光川谷梅將發，音信雲天雁未疏。,2
立馬舉鞭無限意，會稀別遠擬何如。,2
屈指依稀十五年，鸞臺秘閣位相懸。,2
分飛淮甸雁行斷，重見江樓蟾影圓。,2
滯跡未偕朝北闕，高才方命入西川。,2
願君通理須還早，拜慶慈親几杖前。,2
一承兌澤蒞方州，八度春光照郡樓。,2
好景幾時官吏醉，名山時領管弦遊。,2
空花任爾頻侵眼，老雪從他漸滿頭。,2
歸去杜陵池閣在，只能歡笑不能愁。,2
屈指平陽別社蓮，蟾光一百度曾圓。,2
孤雲自在知何處，薄宦參差亦信緣。,2
山郡披風方穆若，花時分袂更凄然。,2
摇鞭相送嘉陵岸，迴首羣峰隔囊邊。,2
摇落江天萬木空，雁行斜戛塞垣風。,2
征閨搗月離愁遠，舊館眠雲旅夢通。,2
郢客豈能陪下里，臯禽爭肯戀樊籠。,2
此心曠蕩誰相會，盡在南華十卷中。,2
金閨寂寞罷粧臺，玉筯欄干界粉腮。,2
花落掩關春欲暮，月圓欹枕夢初迴。,2
鸞膠豈續愁腸斷，龍劍難揮別緒開。,2
曾寄錦書無限意，塞鴻何事不歸來。,2
齊朝慶裔祖敖曹，麟角無雙鳳九毛。,2
聲價五侯爭辟命，文章一代振風騷。,2
醉琴自寄陶家意，夢枕誰聽益郡刀。,2
補衮應星曾奏舉，北山南海孰爲高。,2
薄暮疏林宿鳥還，倚樓垂袂復憑欄。,2
月沉江底珠輪凈，雲鎖峰頭玉葉寒。,2
劉毅暫貧雖壯志，馮唐將老自低顔。,2
無言獨對秋風立，擬把朝簪換釣竿。,2
彭壽殤齡共兩空，幻泡緣影夢魂中。,2
缺圓宿會長如月，飄忽浮生疾似風。,2
脩短百年先後定，賢愚千古是非同。,2
南柯太守知人意，休問陶陶塞上翁。,2
歲稔民康絕訟論，政成公暇自由身。,2
朝看五馬閑如社，夜擁雙姬暖似春。,2
家記不憂憑冢子，官資無愧是朝臣。,2
豈同齷齪祁員外，至死悲凉一婦人。,2
官吏潜陳借寇詞，宦情鄉夢兩相違。,2
青城錦水無心住，紫閣蓮峰有意歸。,2
張翰鱸魚因醉憶，孟光書信近春稀。,2
黄茅瘴色看看起，貪者猶疑別是機。,2
柳成金穗草如茵，載酒尋花共賞春。,2
先入醉鄉君莫問，十年風景在三秦。,2
去年曾看牡丹花，蛺蝶迎人傍綵霞。,2
今日再遊光福寺，春風吹我入仙家。,2
當筵芬馥歌脣動，倚檻嬌羞醉眼斜。,2
來歲未朝京闕去，依前和露載歸衙。,2
曾求芳茗貢蕪詞，果沐頒霑味甚奇。,2
龜背起紋輕炙處，雲頭翻液乍烹時。,2
老丞倦悶偏宜矣，舊客過從別有之。,2
珍重宗親相寄惠，水亭山閣自携持。,2
烟雨樓臺漸晦冥，錦江澄碧浪花平。,2
卞和未雪荆山耻，莊舄空傷越國情。,2
天際寂寥無雁下，雲端依約有僧行。,2
登高欲繼離騷詠，魂斷愁深寫不成。,2
邊郡荒凉悲且歌，故園迢遞隔烟波。,2
琴聲背俗終如是，劍氣衝星又若何。,2
朝客漸通書信少，釣舟頻引夢魂多。,2
北山更有移文者，白首無塵歸去麽。,2
莫嗔阮氏哭途窮，萬代深沉恨亦同。,2
瑞玉豈知將抵鵲，鉛刀何事却屠龍。,2
九夷欲適嗟吾道，五柳終歸效古風。,2
獨倚郡樓無限意，滿江烟雨正冥濛。,2
窮通分定莫凄凉，且放歡情入醉鄉。,2
范蠡扁舟終去相，馮唐半世只爲郎。,2
風飄玉笛梅初落，酒泛金樽月未央。,2
休把虛名撓懷抱，九原丘壠盡侯王。,2
綉衣公子宴池塘，淑景融融萬卉芳。,2
珠翠照天春未老，管弦臨水日初長。,2
風飄柳線金成穗，雨洗梨花玉有香。,2
醉後不能離綺席，擬憑青帝繫斜陽。,2
金盃不以滌愁腸，江郡芳時憶故鄉。,2
兩岸烟花春富貴，一樓風月夜凄凉。,2
王章莫耻牛衣淚，潘岳休驚鶴鬢霜。,2
歸去蓮花歸未得，白雲深處有茅堂。,2
古今通塞莫咨嗟，謾把霜髯敵歲華。,2
失手已慚蛇有足，用心休爲鼠無牙。,2
九天雲凈方憐月，一夜風高便厭花。,2
獨倚郡樓人不會，釣舟春浪接平沙。,2
二月風光似洞天，紅英翠萼蔟芳筵。,2
楚王雲雨迷巫峽，江令文章媚蜀箋。,2
歌黛久顰春岫歛，舞衣新綉曉霞鮮。,2
酒闌香袂初分散，笑指漁翁釣暮烟。,2
醉卓寒筇傍水行，漁翁不會獨吟情。,2
龜能顧印誰相重，鶴偶乘軒自可輕。,2
簪組百年終長物，文章千古亦虛名。,2
是非得喪皆閑事，休向南柯與夢爭。,2
高秋咸鎬起霜風，秦漢荒陵樹葉紅。,2
七國鬭鷄方賈勇，中原逐鹿更爭雄。,2
南山漠漠雲常在，渭水悠悠事旋空。,2
立馬舉鞭遥望處，阿房遺址夕陽東。,2
樂廣亡來水鏡稀，宓妃嫫母混妍媸。,2
且於霧裏藏玄豹，休向窗中問碧鷄。,2
百氏典墳空自苦，一堆螢雪竟誰知。,2
門前春色芳如晝，好掩書齋任所之。,2
花落青苔錦數重，書淫不覺避春慵。,2
恣情枕上飛莊蝶，任爾雲間騁陸龍。,2
玉液未能消氣魄，牙籤方可滌昏蒙。,2
起來已被詩魔引，窗外寒敲翠竹風。,2
蹄涔豈信有滄浪，螢火何堪並太陽。,2
淵奧未曾探禹穴，矜誇便擬越丘牆。,2
小巫神氣終須怯，下俚音聲必不長。,2
近日冰壺多晦昧，虎皮羊質也觀光。,2
忘憂何必在庭萱，是事悠悠竟可寬。,2
酒病未能辭錦里，春狂又擬入桃源。,2
風吹楊柳絲千縷，月照梨花雪萬團。,2
閑泥金徽度芳夕，幽泉石上自潺湲。,2
獨上江樓望故鄉，淚襟霜笛共凄凉。,2
雲生隴首秋雖早，月在天心夜已長。,2
魂夢只能隨蛺蝶，烟波無計學鴛鴦。,2
蜀箋都有三千幅，總寫離情寄孟光。,2
来往独龙冈畔路。,2
杖头落索闲家具。,2
后事前观如目睹。,2
非谶语。,2
须知一念无今古。,2
长笑老萧多病苦。,2
笑中与药皆狼虎。,2
蜡炬一枝非嘱付。,2
聊戏汝。,2
热来脱却娘生裤。,2
画饼充饥人笑汝。,2
一庵归扫南阳坞。,2
击竹作声方省悟。,2
徐回顾。,2
本来面目无藏处。,2
却望沩山敷坐具。,2
老师头角浑呈露。,2
珍重此恩逾父母。,2
须荐取。,2
堂堂密密声前句。,2
野鹤精神云格调。,2
逼人气韵霜天晓。,2
松下残经看未了。,2
当斜照。,2
苍烟风撼流泉绕。,2
闺阁珍奇徒照耀。,2
光无渗漏方灵妙。,2
活计现成谁管绍。,2
孤峰表。,2
一声月下闻清啸。,2
讲虎天华随玉麈。,2
波心月在那能取。,2
旁舍老僧偷指注。,2
回头觑。,2
虚空特地能言语。,2
归对学徒重自诉。,2
从前见解都欺汝。,2
隔岸有山横暮雨。,2
翻然去。,2
千岩万壑无寻处。,2
急雨颠风花信早。,2
枝枝叶叶春俱到。,2
何待小桃方悟道。,2
休迷倒。,2
出门无限青青草。,2
根不覆藏尘亦扫。,2
见精明树唯心造。,2
试借疑情看白皂。,2
回头讨。,2
灵云笑杀玄沙老。,2
万叠空青春杳杳。,2
一蓑烟雨吴江晓。,2
醉眼忽醒惊白鸟。,2
拍手笑。,2
清波不犯鱼吞钓。,2
津渡有僧求法要。,2
一桡为汝除玄妙。,2
已去回头知不峭。,2
犹迷照。,2
渔舟性懆都翻了。,2
碧瓦笼晴烟雾绕。,2
水殿西偏，小立闻啼鸟。,2
风度女墙吹语笑。,2
南枝破腊应开了。,2
道骨不凡江瘴晓。,2
春色通灵，医得花重少。,2
爆暖酿寒空杳杳。,2
江城画角催残照。,2
半身屏外。,2
睡觉唇红退。,2
春思乱，芳心碎。,2
空馀簪髻玉，不见流苏带。,2
试与问，今人秀整谁宜对。,2
湘浦曾同会。,2
手搴轻罗盖。,2
疑是梦，今犹在。,2
十分春易尽，一点情难改。,2
多少事，却随恨远连云海。,2
绿槐烟柳长亭路。,2
恨取次、分离去。,2
日永如年愁难度。,2
高城回首，暮云遮尽，目断人何处。,2
解鞍旅舍天将暮。,2
暗忆丁宁千万句。,2
一寸柔肠情几许。,2
薄衾孤枕，梦回人静，彻晓潇潇雨。,2
十指嫩抽春笋，纤纤玉软红柔。,2
人前欲展强娇羞。,2
微露云衣霓袖。,2
最好洞天春晚，黄庭卷罢清幽。,2
凡心无计奈闲愁。,2
试拈花枝频嗅。,2
大厦吞风吐月，小舟坐水眠空。,2
雾窗春晓翠如葱。,2
睡起云涛正涌。,2
往事回头笑处，此生弹指声中。,2
玉笺佳句敏惊鸿。,2
闻道衡阳价重。,2
蜜烛花光清夜阑。,2
粉衣香翅绕团团。,2
人犹认假为真实，蛾岂将灯作火看。,2
方叹息，为遮拦。,2
也知爱处实难拚。,2
忽然性命随烟焰，始觉从前被眼瞒。,2
一段文章种性。,2
更谪仙风韵。,2
画戟丛中，清香凝宴寝。,2
落日清寒勒花信。,2
愁似海、洗光词锦。,2
后夜归舟，云涛喧醉枕。,2
凝祥宴罢闻歌吹。,2
画毂走，香尘起。,2
冠压花枝驰万骑。,2
马行灯闹，凤楼帘卷，陆海龙鳌山对。,2
当年曾看天颜醉。,2
御杯举，欢声沸。,2
时节虽同悲乐异。,2
海风吹梦，岭猿啼月，一枕思归泪。,2
入骨风流国色，透尘种性真香。,2
为谁风鬓涴新妆。,2
半树入村春暗。,2
雪压枝低篱落，月高影动池塘。,2
高情数笔寄微茫。,2
小寝初开雾帐。,2
城里久偷闲。,2
尘浣云衫。,2
此身已是再眠蚕。,2
隔岸有山归去好，万壑千岩。,2
霜晓更凭阑。,2
减尽晴岚。,2
微云生处是茅庵。,2
试问此生谁作伴，弥勒同龛。,2
山径晚樵远。,2
深壑孱颜。,2
孙山背后泊船看。,2
手把遗编披白帔，剩却清闲。,2
篱落竹丛寒。,2
渔业凋残。,2
水痕无底照秋宽。,2
好在夕阳凝睇处，数笔秋山。,2
一片苍崖璞，孕秀自天锺。,2
浑如暖烟堆里，乍放力犹慵。,2
疑是犀眠海畔，贪玩烂银光彩，精魄入蟾宫。,2
泼墨阴云妒，蟾影淡朦胧。,2
沩山颂，戴生笔，写难穷。,2
些儿造化，凭谁细与问元工。,2
那用牧童鞭索，不入千群万队，扣角起雷同。,2
莫怪作诗手，偷入锦囊中。,2
新月娟娟，夜寒江静山衔斗。,2
起来搔首。,2
梅影横窗瘦。,2
好个霜天，闲却传杯手。,2
君知否。,2
乱鸦啼后。,2
归兴浓如酒。,2
残角两三声，催登古道。,2
远水长山又重到。,2
水声山色，看尽轮蹄昏晓。,2
风头日脚下，人空老。,2
匹马旧时，西征谈笑。,2
绿鬓朱颜正年少。,2
旗亭斗酒，任是十千倾倒。,2
面今酒兴减，诗情少。,2
