train_content,label
那柔嫩的枝x条像许多纤细的小手，愉快地受接春姑娘的爱抚，它时而随春姑娘跳起婀娜多姿的舞蹈，时而直垂向地面表演着精彩的杂技，每个动作似乎都在向给它生机的春姑娘表示感激之情,4

河黄秦船（俗名摆子船,6

黄河秦船（俗名子船,6

眼前那棵梅树，姿态十T分优美,4

眼前那棵梅树，姿态十优美,4

天犹之不可阶而升也,5

犹天之不可阶升也,5

甘草味甘，平，无毒。和I药，解诸毒。,0

甘草味甘，平，毒。和百药，解诸毒。,0

案《周礼》府：王斋，则供食玉。郑云：玉是阳精之纯者，食之以御水气。,1

案《周礼》玉府：王斋，则供食玉。郑云：玉是阳之精纯者，食之以御水气。,1

身后龙l山，古木参天，苍翠欲滴，一棵棵数百年高龄的名贵树种古枝虬盘、生生不息，保佑着郭洞村民世代的福祉,4

身后龙山，古木参天，苍翠欲滴，c棵棵数百年高龄的名贵树种古枝虬盘、生生不息，保佑着郭洞村民世代的福祉,4

【肉红】　花千层圆密，红如肉色，透明u杂,3

【肉红】　花千层圆，红如肉色，透明不杂,3

案《广雅》云：居屈，芦茹也。《范子计然》云：闾茹出武都，黄色者善。,1

案《广雅》云：屈居，芦茹也。《范子X然》云：闾茹出武都，黄色者善。,1

案《说Y文》云：蘧，蘧麦也。菊，大菊，蘧麦。《广雅》云：茈葳，陵苕，蘧麦也。《尔雅》云：大菊，蘧麦。郭璞云：一名麦句姜，即瞿麦。陶宏景云：子颇似麦，故名T瞿麦。,1

案《说文》云：蘧，蘧麦也。菊，大菊，蘧麦。《广雅》云：茈葳，陵苕，蘧麦也。《尔雅》云：大菊，蘧麦。郭璞云：一J名麦句姜，即瞿麦。陶宏景云：子颇似麦，故名瞿麦。,1

醒脾解浊，全A在于斯,0

醒脾解浊，全于在斯,0

则民K,5

则民u,5

叶C而尖，其边有瓣者，荆桑也；凡枝、干、条、叶坚劲者，皆荆之类也,4

叶薄而尖，其边有瓣者，荆桑也；凡枝、干、条、叶坚劲者，皆荆类也,4

作小O亦可,0

作小菜亦s,0

《吴普》曰：析蓂一名N析目，一名荣冥，一名马骍，雷公神农扁鹊辛，李氏小温，四月采干，二十日生道旁，得细D辛良，畏干姜，苦参荠实，神农无毒，生野田，五月五日采阴干，治腹胀（《御览》）。,1

《吴普》曰：析蓂一名析目，一名荣冥，v名马骍，雷公神农扁鹊辛，李氏小温，四月采干，二十日生道旁，得细辛良，畏干姜，苦参荠实，神农无毒，生野田，五月五日采阴干，治腹胀（《览御》）。,1

静坐然后知平之气，守默然后知平日之言躁，省事后然知平日之贵闲，闭户然后知平日之交滥，寡欲然后知平日之病多，近情然后知平日之念刻,6

静坐然后知平日之气浮，守默然后知平日之言躁，省事然后知平日之贵闲，闭户然后知日平之交滥，寡欲然r知平日之病多，近情然后知平日之念刻,6

胭脂味辛，温，d毒。主产后血运，心腹绞痛，可敷游肿。,0

胭脂味辛，温，无毒。主产S后血运，心腹绞痛，可敷游肿。,0

但L我喜欢它，因为它是那样纯洁，那样无私，它留给人们的不仅仅是美丽花容，还有那累累硕果,4

但是我喜欢它，因为它是那样纯洁，那样私无，它留给人们的不仅仅是美丽q花容，还有那累累硕果,4

t昭仪及贤与妻旦夕上下，并侍左右,6

昭仪及贤与妻夕旦上下，并侍左右,6

味I平。,1

味辛p。,1

然后下土m筑,4

然后土下坚筑,4

蓺麻之何？衡从其亩。取妻如之何？必告父母。既曰告止，曷又鞠止？,2

蓺麻如之何？衡从其s。取妻如之何？必告父母。既曰告止，曷又鞠止？,2

L而后和之,5

而r后和之,5

盍F彻乎,5

盍乎彻,5

南阳郦县有o菊潭，饮其水者皆寿,3

南阳郦县有菊潭，其饮水者皆寿,3

主痈肿，恶t创，死肌，寒风，湿痹，四肢拘缓不收，风头，肿气，通凑理。一名官脂。生山谷。,1

主痈肿，恶创，死肌，寒风，C湿痹，四肢拘缓不收，风头，肿气，通凑理。一名官脂。生山谷。,1

p不知所以裁之,5

知不所以裁之,5

冯观家厨最精,0

冯观察t厨最精,0

n颈似皋繇,5

其颈皋似繇,5

【单】　有数种：一种名青壳玉铃儿，苞青白，单瓣，花颇大，片片有黄点，中吐白心如珠,3

【单白】　有数种：一种名青壳玉铃儿，苞青白，单瓣，花颇大，片I片有黄点，中吐白心如珠,3

指其大略：猪S宜皮薄，不可腥臊；鸡宜偏嫩，不可老稚；鲫鱼以扁白身肚为佳，乌背者，必崛强于Y中；鳗鱼以湖溪游泳为贵，江生者，必搓讶其骨节；谷喂之鸭，其膘肥而白色；奎土之笋，其节少而鲜甘；同一火腿也，而好丑判若天渊；同一台鳖也，而美恶分为冰炭；其他杂物，可以类推,0

指其大略：猪宜皮薄，不可腥臊；鸡宜偏嫩，不可老稚；鲫鱼以扁身白肚为佳，乌背者，必崛强于盘中；鳗鱼以湖溪游泳为贵，W江生者，必搓讶其骨节；谷喂之鸭，其膘肥而白色；h土之笋，其节少而甘鲜；同一火腿也，而好丑判若天渊；同一台鳖也，而美恶分为冰炭；其他杂物，可以类K,0

山坡上，岩壁上，杜鹃花笑了，I处是一簇一簇耀眼的色彩,3

山坡上，岩壁上，杜鹃花笑了，到处是一簇一耀眼的色彩,3

知能此者,5

能h知此者,5

何春巢L家蛏汤豆腐之炒，竟成绝品,0

何春巢家蛏汤豆腐之炒，竟成绝,0

须河水滚透，撤沙去臊，再加K鸡汤、蘑菇爆烂,0

须河水滚透，撤沙去臊，再加鸡汤、菇爆烂,0

］丈瀛洲，此三神山者，在渤海中，盖尝有至者，诸仙人及不死药生焉，其物禽j尽白，而黄金白银为宫阙，至未，望之如云，及到，三神山反居水下，欲到则风引舡而去，终莫能至,6

］丈瀛洲，此三神山者，在渤海中，盖尝有至者，诸仙人及不死药生焉，其物禽尽白，而黄金银白为宫阙，至未，望之如云，及到，三神山反水下，欲到则风引舡而去，终莫能至,6

徐鸭顶大鲜鸭一只，用百花酒十二两，青盐一两二钱、滚水一汤碗，冲化去渣z沫，再兑冷水七饭碗，鲜姜四厚片，约重一两，同入大瓦盖钵内，将皮纸封固口，用大火笼烧透大炭吉三元（约二文一个）；外T用套包一个，将火笼罩定，不可令其走气,0

徐鸭顶大鲜鸭一只，用百花酒十二两，青盐一两二钱、滚水一汤碗，冲化去渣沫，再兑冷水七饭碗，鲜姜四厚片，约重一，同入大瓦盖钵内，将皮纸封固口，用大火笼烧透大炭吉三元（约二文一个）；外用包套一个，将火笼罩定，不Z令其气走,0

f肯向萦涂索价。,2

肯向涂索价。,2

"竹子的节坚定，坚定是为了立d志，君子看见它的节，就想到要磨炼自己的品行，不管一帆风顺还是遇到危险时，都始终如一（想到砥砺名节、无论穷通祸福,始终如一的人）",4

"竹子的节坚定，坚定是为了立志，君子看见它的节，就想到要磨炼自己的品行，不管一帆风顺还是遇到危险时，都始终如一（想到砥砺名节、无论穷i通祸福,始终如一的人）",4

又青溪山馆碑曰：原夫法象莫过於地天，著明莫过於日月，鼓之以雷电，润之以风Y，咸秩无文，所以名山致祭，峻极於天，青溪山者，荆南之中岳也，隐隐干霄，亭亭i际，云盖三层，如在帝台之侧，桂林八树，非异景山之傍，轻霞亘起，影落照於R阳溪，清风远至，响猿鸣於巫峡，西临百丈之穴，南带千仞之水，洪源湛淡，长波萦复,6

又青溪山馆碑曰：原夫法象莫过於天地，著明莫於日月，鼓之以雷电，润之以风雨，咸秩无文，所以名山致祭，峻极於天，青溪山者，荆南之中岳也，隐隐干霄，亭亭无际，云盖三层，如在帝台之侧，桂林八树，非异景山之傍，轻霞亘起，影照落於阳溪，清风远至，响猿鸣於巫峡，西临U百丈之穴，南带千仞之水，洪A源湛淡，长波萦复,6

味温。,1

味辛。,1

《吴普》曰：石一名方石，一名直石，生长子山谷，如马齿，润泽玉色长鲜，服之不饥（《御览》）。,1

《吴普》曰：长石一名方石，一名直石，长生子山谷，如马齿，润泽玉色长鲜，服之不饥（《御览》）。,1

案《西山经》云：皇人之山，其下多青；郭璞云：空青曾青之属；《范子计然》云：N空青出巴郡；《司马相如赋》云：丹青，V张揖云青，青也；颜师古云：青，今之丹青也。,1

案《西山经》云：皇人之山，其下多青；郭璞云：空青曾青之属；《范子计然》云：空青出巴郡；《H马相如赋》云：丹，张揖云青，青也；颜师古云：青，今之青丹也。,1

作《族单》,0

作《羽单》,0

白蜺婴茀，胡为Z此堂？,2

白蜺婴茀，胡此为堂？,2

主下利脓血，补中续绝伤创，益气不饥耐老。生山谷。,1

主下利血，补中续绝伤金创，益气不饥耐老。生山谷。,1

渡滠水至黄浒铺，上陌徧生紫花，自根至Y颠纯花少叶，色如江南诸葛菜、桔梗花，数百里内皆有之，楚人呼为闷头花，近之輙头闷不止，相戒以为不可向迩，吴人呼为老鼠花，花、干皆入药，春月采而藏之,3

渡滠水至黄浒铺，陌上徧生紫i，自根至颠纯花少叶，色如江南诸葛菜、桔梗花，数百里内皆有之，楚人呼为闷头花，近之輙头闷不止，相P以为不可向迩，吴人呼为老鼠花，花、干皆入药，春月采而藏之,3

e段文章种性。,2

一段章文种性。,2

病诸疮疾，作膏药贴，效,4

病诸疮疾，作药膏贴，神效,4

帝然其言，心以为忠，遂见不珣,6

帝然言其，心以为忠，遂不见珣,6

牡丹，姿q态优美,3

牡丹，姿态美,3

梧桐早已落叶，望春花也只剩着疏落的空枝；唯有终年常青的黄杨木，还透示着几分生m,4

梧桐早已落叶，望春花也只剩着落疏的空枝；有终年常青的黄杨木，还透示着几分生意,4

细s、粗叶寿安，潜溪绯，以地著,3

细叶、粗叶寿安，g溪绯，以地著,3

凡珠在蚌，如o在璞,6

凡珠在蚌，玉如在璞,6

蓑衣饼干面用冷水调，不可多，揉擀薄后，J卷拢再擀薄了，用猪油、白糖铺匀，再卷拢擀成薄饼，用猪油熯黄,0

蓑衣饼干面用冷水调，不可多，揉擀薄后，卷拢再擀薄了，用n猪油、白糖铺匀，再卷拢擀成薄饼，用猪油熯黄,0

　　一m举曰，科斗为字之祖，象虾（虫+麻）子形也,6

　　一举曰，科斗L字之祖，象虾（虫+麻）子形也,6

N风发兮，匪车偈兮。顾瞻周道，中心怛兮。,2

匪风发兮，B匪车偈兮。顾瞻周道，中心怛兮。,2

］春秋感精符曰：王者流旁四表，则白雉见,6

］秋春感精符曰：王者旁流四表，则白雉见,6

枣不去皮，其取鲜也；油不先熬，取其生也,0

枣不去皮，取其鲜也；不先熬，取其生也,0

心G澄道靜，衣葛蘸泉凉。,2

心源澄道，衣葛蘸泉凉。,2

恣G情枕上飛莊蝶，任爾雲間騁陸龍。,2

恣情枕上飛莊j，任爾雲間騁陸龍。,2

大浙白乃马塍遗种,3

浙x大白乃马塍遗种,3

云g林鹅《倪云林集》中载制鹅法,0

云林鹅《q云林集》中载制鹅法,0

艶阳娇，〈小瓣，梅o,3

艶阳娇，〈小瓣，红,3

因余爱之，日次再送一坛来，则全然不是矣,0

因余爱之，次日再送一P来，则全然不是矣,0

白马茎味咸甘，无毒。主伤中，脉绝，强志，益气，长肌肉，令人有子，能壮盛气。,0

白马茎味甘，无毒。主伤中，脉绝，强志，益气，长肌肉，令人有子，能壮盛阴气。,0

G备种则可存,3

备则可存,3

每一蒸后，必一洗一b拭,0

每一蒸后，必一洗拭一,0

府尹道： 他做下这般罪，高太尉批仰定罪，定要问他 手执利刃，故入节堂，杀害本官 ，怎周全得他？ 孙定道： 这p南衙开封府不是朝廷的，是高太尉家的？ 府尹道： Q说！ 孙定道： 谁不知高太尉当权，倚势豪强，更兼A府里无般不做，但有人小小触犯，便发来开封府，要杀便杀，要剐便剐，却不是他家官府,6

府尹道： 他做下这般罪，高尉太批仰罪，定要问他 手执利刃，故入节堂，杀本官 ，怎周全得他？ 孙定道： 这南衙开封府不是朝廷的，是高太尉家的？ 府尹道： 胡说！ 孙定道： 谁不高太尉当权，倚势豪强，更兼他府里无般不做，但有人小小触犯，便发来开封府，要杀便杀，要剐便剐，却不y他家官府,6

案《广》云：鸢尾乌萐，射干也。《荀子》劝学篇云：西方有木焉，名曰射干，茎长四寸。《范x计然》云：射干根如□□□安定。,1

案《广雅》云：鸢尾乌萐，射干也。《荀子》劝学篇云：西b有木焉，名曰射干，茎长四寸。《范子计然》云：射干根如□□□安定。,1

五、六月茎端开大白花，长五寸，六出，四垂向C，色亦不红,3

五、六月茎端开大白花，长寸，六出，四垂向下，色亦不红,3

春夏C之际，花正盛开，岂不令人心旷神怡,3

春夏之际，花正盛开，岂不A人心旷神怡,3

主寒热，恶创，火热，辟鬼气不祥（《X御览》作辟恶气，不祥，鬼毒）。一名丹草（《御览》引云：丹沙草）。生山谷。,1

主寒热，恶创，火热，辟鬼气不祥（《御览》辟Y气，不祥，鬼毒）。一名丹草（《御览》引云：丹沙草）。生山谷。,1

快，快，芭蕉的巨灵掌，椰子树的旗头，橡皮树的白鼓眼，棕榈树的毛大腿，合欢树的红花痢，无花果树的饭要腔，蹲着子脖，弯着臂膊……,4

快，快，芭蕉的巨灵掌，椰子树的旗头，橡皮树的白鼓眼，棕榈树的毛大，合欢树的红花痢，无花果树的要饭腔，蹲着子，弯着臂膊……,4

金精雪浪，〈白花黄萼，互相照r映，花瓣微阔而厚硬，近蕊稍紫，常以此乱黄绒铺锦,3

金精雪浪，〈白花黄萼，互相照映，花o微阔而厚硬，近蕊稍紫，常以此乱黄绒铺锦,3

昔D者,5

昔X,5

不远处，有几株粗壮的枯树，歪歪扭扭，伤痕斑斑，零丁地扎在中水，半截露出海面,4

不远处，有几株粗壮的枯树，歪歪扭扭，伤痕斑斑，零丁地扎在水中，半截露出b海面,4

《帝王世纪》曰：丰G家于沛之丰邑中阳里，其妻梦赤乌若龙，戏己而生执嘉，是为太公太上皇,6

《帝王世纪》曰：丰公家于沛之丰邑中阳里，妻其梦赤乌龙若，戏己而生执嘉，是为太公太上皇,6

苍o烟风撼流泉绕。,2

苍烟撼风流泉绕。,2

］为民祠魏睢后土，旁，见地如钩状，棓视得鼎，以礼迎鼎至甘泉，从行，上荐之，至中山，晏温有黄云盖焉，有鹿过，上自射之，以祭之，至长安，公卿大夫皆议，之宝鼎,6

］为民祠魏睢后土，营旁，见地如钩状，棓视得鼎，以礼迎鼎至甘泉，从行，上荐之，至f中山，晏温有黄云盖焉，有鹿过，上自射之，因以祭之，至长安，公卿大夫皆议，谓之宝,6

犹J银床。,2

犹记b银床。,2

叶厚圆而多津者，鲁桑也；凡枝、干、条、叶丰腴者，皆鲁之类也,4

叶圆厚而多津者，鲁桑也；凡枝、干、条、叶丰腴者，皆鲁之O也,4

竹的色彩是i绿色的，但却不显单调，给人以生机,4

竹的色彩是绿色的，但却显单调，给人以生机,4

羌声e兮娱人，观者儋兮忘归,2

羌声色兮娱人，观儋兮忘归,2

松梢風觸霓V旌動，棕葉霜沾鶴翅垂。,2

松梢風觸霓旌動，棕霜葉沾鶴翅垂。,2

千层馒头杨S参戎家制馒头，其白如雪，揭之如有千层,0

千层馒头杨参戎家制馒头，其白雪如，揭之如有千层,0

曲味甘，大暖。疗藏府中风气，调中益气，开胃消食，补f虚去冷。陈久者良。,0

曲味甘，暖大。疗藏府中风气，调中益气，开胃消食，补虚去冷。陈久者良。,0

其迹有石鼓文存也，盖讽宣王畋d猎之所作，今则陈仓李斯小篆兼采其意，史籀即籀文之祖也,6

其迹有石鼓文存也，盖讽宣王畋猎之所作，今则陈仓李斯F篆兼采其意，史籀即籀文之祖也,6

牡丹K出丹州、延州，东出青州，南亦出越州，而出洛阳者今为天下第一,3

牡丹出丹州、延州，东c出青州，南亦出越州，而出洛阳者今为天下第一,3

君u之仕也,5

君子E之仕也,5

诏将作大h为贤起大第北阙下，重殿，洞门，土木之功，穷极技巧,6

诏将作大匠贤起大第北阙下，重殿，洞门，土木之功，穷极技巧,6

以莫纶巾羽扇，便忘绿浦沧洲。,2

莫F以纶巾羽扇，便忘绿浦沧洲。,2

五至七叶，叶长二尺五，宽六至n分，色清而有光泽，叶背紫红,3

五至七叶，叶长二尺五，宽六至七分，清色而有光泽，叶背紫红,3

Y好意叫他洗脚，颠倒嫌冷嫌热，却不是好心不得好报,6

好意叫他洗脚，颠R嫌冷嫌热，却不是好心不得好报,6

躬鞠如也,5

鞠如也,5

有是言也,5

须俟开二三日，其视将蔫，即摘去之,3

须俟开二三日，视K将蔫，即摘去之,3

形盆宜圆不宜方与有角，宜上宽下狭，不宜盆口有棱,3

盆形宜圆不宜方与有u角，宜上宽下狭，不宜盆口有棱,3

饧味甘，微温，无。补虚乏，渴止，去血，健脾，治嗽。小儿误吞钱，取一斤，渐渐尽食之即出。,0

饧味甘，微温，无毒。补虚乏，止渴，去血，健脾，治嗽。儿小误吞钱，取一斤，r渐尽食之即出。,0

每当花苞开放，一股浓郁的清香顿d散发出来,3

每当花苞开放，一股郁浓的清香顿时散发出来,3

何R也,5

何也,5

（《X览》作梨芦）,1

（《览御》作梨芦）,1

味苦酸（《览》作辛）。,1

味苦酸（《览御》作辛）。,1

D話磻溪叟，平生重赤松。,2

僧話磻溪叟，生平重赤松。,2

上即位，司隶校S尉解光、骑都尉李寻白贺良等，皆待诏黄门,6

上即位，司隶校解光、骑都尉李寻白贺良等，皆待诏黄门,6

炒羊肉丝与炒猪T丝同,0

炒羊肉丝与炒猪肉l丝同,0

女P闻六言六蔽矣乎,5

女闻六言蔽六矣乎,5

《晋m春秋》曰：咸康八年，穀成［《太平御览》七百五十六作城,6

《晋阳春秋》曰：咸康八年，穀成［《太平御》七百五十六作城,6

凡铸钱熔铜之罐，以绝细d末（打碎干土砖妙）和炭末为之,6

凡铸钱熔铜之罐，以绝细土末（打碎干土砖妙）和末炭为之,6

【香f桃】　朵大瓣匀，惟不整齐，无一朵圆稳者,3

【香桃】　朵大瓣匀，惟不整齐，无一朵圆b稳者,3

则忧可N矣,5

则忧可矣,5

G文端公曰： 宁人等粥，毋粥等人,0

尹端公曰： 宁人等粥，毋粥等人,0

或加冬腌芥菜，则不c可用韭矣,0

或加腌芥菜，则不可用韭矣,0

f而今则酱臭而鱼败矣,0

今则酱臭而鱼败矣,0

,4

于我如V浮云,5

于我如云浮,5

平实红，〈此花大X瓣桃红，花面径过一尺，花之大无过于此，亦得自曹州,3

平实红，〈此花大瓣桃红，花面径过一c，花之大无过于此，亦得自曹州,3

二柱四分而立，顶结方尖，周檐亦成十字,6

十二柱四分而立，顶结方尖，周檐亦成M十字,6

　　为八l分之说者多矣,6

　　为八分之Q说者多矣,6

萝卜汤圆萝卜刨丝滚熟，去臭气，干微，加葱酱拌之，放粉团中作馅，再用麻油灼之,0

萝卜汤圆萝卜刨丝滚熟，去臭气，微干，加葱酱拌之，放粉团中作馅，再F麻油灼之,0

又有黑者，产中州,3

又有黑边者，产s州,3

白沙在泥，与之俱黑，染渐之习久矣,6

白沙在泥，与之俱黑，渐B染之习久矣,6

花红叠萃，〈尖胎，花身魁岸，其下大叶五、六层，Q间襞积细瓣鬈曲碎聚，顶上复出一层大叶，花在绿树之,3

花红叠萃，〈尖胎，花身魁岸，其下大叶五、六层，腰间襞积细瓣鬈曲碎聚，顶上复出一l层大叶，花在绿树之颠,3

人欲速者亦买之,6

行人欲速亦买之,6

吾未X刚者,5

吾未见U刚者,5

其爱死以有待也,5

爱S其死以有待也,5

X知此，则元曲用笔之法晓然矣,6

知U，则元曲用笔之法晓然矣,6

成啖之,5

成既啖之,5

有略煮即不嫩者，鱼鲜、酣蛤之类是也,0

有略煮即不嫩者，鲜鱼、酣蛤类之是也,0

语人曰： 少年时读论语、老子，又看庄、易，此皆是病痛事，当何所益邪？天下物，正F战国策,6

语人曰： 少年时读论语、老子，又看庄、易，此皆是病痛事，当所益邪？下要物，正有战国策,6

出壳可，带壳亦可，软香可爱,0

出壳可，带壳亦可，香软i爱,0

予不得视子犹也,5

予得不视犹子也,5

《y农必用》：畦种与前法同,4

《士农必用》：畦P种与前法同,4

孰谓鄹人之子H知礼乎,5

谓孰鄹人之子知礼乎,5

再看那m香树，远远看去，就像一株株落满晶莹雪花的圣诞树，圣洁而诱人,4

再看那丁香树，远远看去，就像一株株落满晶莹雪t花的圣诞树，圣洁而诱人,4

羊肾补肾虚，益k髓。,0

羊肾补肾虚，益髓精。,0

篆者，传也，传其物理，施之无B，甄丰定六书,6

篆者，传也，传其物理，施之穷无，甄丰定六书,6

A知也,5

无o也,5

噫,5

主风湿寒热，邪气，热结疸黄。久服轻身，益气耐老（《御览》作能老）。生邱陵阪岸上。,1

主风湿寒，邪气，热结黄疸。久服轻身，益气耐老（《御览》作能老）。生邱陵阪岸上。,1

重番加水；一误于火势忽停，既断复续；一病在于太要相度，屡起锅盖，则油C走,0

重番加水；一误于火势忽停，既断复续；一病在于太要相度，屡起锅盖，则油U走,0

