train_content,label
快，快，芭蕉的巨灵掌，椰子树的旗头，橡皮树的白鼓眼，棕榈树的毛大腿，合欢树的红花痢，无花果树的要饭腔，蹲着脖子，弯着臂膊……,4
金精雪浪，〈白花黄萼，互相照映，花瓣微阔而厚硬，近蕊稍紫，常以此乱黄绒铺锦,3
昔者,5
不远处，有几株粗壮的枯树，歪歪扭扭，伤痕斑斑，零丁地扎在水中，半截露出海面,4
《帝王世纪》曰：丰公家于沛之丰邑中阳里，其妻梦赤乌若龙，戏己而生执嘉，是为太公太上皇,6
苍烟风撼流泉绕。,2
］为民祠魏睢后土，营旁，见地如钩状，棓视得鼎，以礼迎鼎至甘泉，从行，上荐之，至中山，晏温有黄云盖焉，有鹿过，上自射之，因以祭之，至长安，公卿大夫皆议，谓之宝鼎,6
犹记银床。,2
叶圆厚而多津者，鲁桑也；凡枝、干、条、叶丰腴者，皆鲁之类也,4
竹的色彩是绿色的，但却不显单调，给人以生机,4
羌声色兮娱人，观者儋兮忘归,2
松梢風觸霓旌動，棕葉霜沾鶴翅垂。,2
千层馒头杨参戎家制馒头，其白如雪，揭之如有千层,0
曲味甘，大暖。疗藏府中风气，调中益气，开胃消食，补虚去冷。陈久者良。,0
其迹有石鼓文存也，盖讽宣王畋猎之所作，今则陈仓李斯小篆兼采其意，史籀即籀文之祖也,6
牡丹出丹州、延州，东出青州，南亦出越州，而出洛阳者今为天下第一,3
君子之仕也,5
诏将作大匠为贤起大第北阙下，重殿，洞门，土木之功，穷极技巧,6
莫以纶巾羽扇，便忘绿浦沧洲。,2
五至七叶，叶长二尺五，宽六至七分，色清而有光泽，叶背紫红,3
好意叫他洗脚，颠倒嫌冷嫌热，却不是好心不得好报,6
鞠躬如也,5
有是言也,5
须俟开二三日，视其将蔫，即摘去之,3
盆形宜圆不宜方与有角，宜上宽下狭，不宜盆口有棱,3
饧味甘，微温，无毒。补虚乏，止渴，去血，健脾，治嗽。小儿误吞钱，取一斤，渐渐尽食之即出。,0
每当花苞开放，一股浓郁的清香顿时散发出来,3
 何器也,5
（《御览》作梨芦）,1
味苦酸（《御览》作辛）。,1
僧話磻溪叟，平生重赤松。,2
上即位，司隶校尉解光、骑都尉李寻白贺良等，皆待诏黄门,6
炒羊肉丝与炒猪肉丝同,0
女闻六言六蔽矣乎,5
《晋阳春秋》曰：咸康八年，穀成［《太平御览》七百五十六作城,6
凡铸钱熔铜之罐，以绝细土末（打碎干土砖妙）和炭末为之,6
【香桃】　朵大瓣匀，惟不整齐，无一朵圆稳者,3
则忧可知矣,5
尹文端公曰： 宁人等粥，毋粥等人,0
或加冬腌芥菜，则不可用韭矣,0
而今则酱臭而鱼败矣,0
 ,4
于我如浮云,5
平实红，〈此花大瓣桃红，花面径过一尺，花之大无过于此，亦得自曹州,3
十二柱四分而立，顶结方尖，周檐亦成十字,6
　　为八分之说者多矣,6
萝卜汤圆萝卜刨丝滚熟，去臭气，微干，加葱酱拌之，放粉团中作馅，再用麻油灼之,0
又有黑边者，产中州,3
白沙在泥，与之俱黑，渐染之习久矣,6
花红叠萃，〈尖胎，花身魁岸，其下大叶五、六层，腰间襞积细瓣鬈曲碎聚，顶上复出一层大叶，花在绿树之颠,3
行人欲速者亦买之,6
 吾未见刚者,5
爱其死以有待也,5
知此，则元曲用笔之法晓然矣,6
既成啖之,5
有略煮即不嫩者，鲜鱼、酣蛤之类是也,0
语人曰： 少年时读论语、老子，又看庄、易，此皆是病痛事，当何所益邪？天下要物，正有战国策,6
出壳可，带壳亦可，香软可爱,0
予不得视犹子也,5
《士农必用》：畦种与前法同,4
 孰谓鄹人之子知礼乎,5
再看那丁香树，远远看去，就像一株株落满晶莹雪花的圣诞树，圣洁而诱人,4
羊肾补肾虚，益精髓。,0
篆者，传也，传其物理，施之无穷，甄丰定六书,6
无知也,5
 噫,5
主风湿寒热，邪气，热结黄疸。久服轻身，益气耐老（《御览》作能老）。生邱陵阪岸上。,1
重番加水；一误于火势忽停，既断复续；一病在于太要相度，屡起锅盖，则油必走,0
案《说文》云：蝓，虎蝓也，蠃，一石虎蝓。《广雅》云：蠡蠃、蜗牛，螔蝓也。《中山经》云：青要之山是多仆累。郭璞云：仆累，蜗牛也，《周礼》鳖人，祭祀供蠃。郑云：蠃螔蝓。《尔雅》云：蚹蠃螔蝓。郭璞云：即蜗牛也。《名医》曰：别出蜗牛条，非。旧作蛞，《说文》所无。据玉篇云：蛞蛞东，知即活东异文，然则当为活。,1
乘骐骥以驰骋兮，来吾道夫先路！,2
本草图经云：吴人呼为繁露，俗呼胡燕支，子可妇人涂面及作口脂，按《名医》别有落葵条，一名繁露，亦非也，陶宏景以为终冬至春作子，谓之冬葵，不经甚矣。,1
《名医》曰：一名火母，一名救火，一名据火，生太山，四月四日，七月七日采，阴干。,1
洗，有篚在西，南顺,6
蒹葭采采，白露未已。所谓伊人，在水之涘。溯洄从之，道阻且右。溯游从之，宛在水中沚。,2
我願移此竹，栽於率土濱。,2
——唐张怀GUAN书断 ,6
而终不可及者,5
郑崇以贤贵宠过度谏上，由是重得罪，数以职事见责,6
凡铁钟模不重费油蜡者，先埏土作外模，剖破两边形或为两截，以子口串合，翻刻书文于其上,6
瑞露蝉，〈亦粉红花，中抽碧心如合蝉状,3
《名医》曰：一名女雷，一名女理，一名儿草，一名鹿列，一名韭蓬，一名儿踵草，一名东根，一名水须，一名沈燔，一名薅，生河内，二月八月，采根暴干。,1
仲尼岂贤于子乎,5
道骨不凡江瘴晓。,2
谁谓鼠无牙？何以穿我墉？谁谓女无家？何以速我讼？虽速我讼，亦不女从！,2
它的枝干挺拔直立，叶片郁郁苍苍，足能给人美的享受,3
若执夫窝不葬心之说，是未明通变之方者也,6
与其见夫子仍遇于难,5
风干其花，即名菜花头，可以烹肉,0
又一种如芹叶者，不及此,3
所以笃亲亲也,5
配搭须知谚曰： 相女配夫,0
味苦平寒。,1
至于草根树叶，堆积杂遢，其泥不可用，夫人皆知之矣,3
主皮肤热，大腹，水气，四肢面目浮肿，丈夫阴气不足。生川泽。,1
 主人曰： 某犹愿吾子之终教之也！ 宾对曰： 吾子重有命，某敢不从？ 宿，曰： 某将加布于某之首，吾子将莅之，敢宿,6
浇花亦自有时，或用日未出，或日西时,3
茎有棱，嫩时柔，老则硬，高有至丈余者,3
时时溉灌，常令润泽,4
可惜随风面旋飘。,2
总之，只凭几个优美的词句是无法称赞这“花中之王”的,3
 可也,5
雲穿搗藥屋，雪壓釣魚船。,2
苦豆味苦，温，无毒。主元藏虚冷，腹胁胀满，治膀胱疾。,0
入于深，岂不伤其细嫩之体？损其元气，则精神不足,6
以造原宪,5
飞燕妆，〈有三种,3
斗鸭栏边晓路沾。,2
然终嫌米汁不在饭中,0
七宝花，条叶，大抵玉蝉花类也，其生丛蔚，花叶甚茂,3
 宣语虽刻切，上以宣名儒，优容之,6
周王裒灵坛铭并序曰：悠悠五纬，乃钦若於尧典，茫茫九州，爰致功於禹迹，犹以天步悬远，隶首筭而弗穷，地载遐荒，章亥驰而未极，浩庭霄度，吐纳天和，昆阆沧溟，胞胎元一，九灵之府，神液所以降祥，五英之阙，蓂华以之昭应，推劫运之短长，校河源之广狭，谷永上书，譬流风之不系，桓谭作论，明弱水之难航，岂知回天金简，惟传上圣，洞神玉策，尚隔中仙，于时金风戒辰，三光澄曜，香雨乘空，天花入室，帝乃升法座，说玄言，肴覆洞微，阐扬众妙，洪锺应叩，衢樽待酌，铭曰：锺鸣上界，梵响玄宫，紫辰濯水，青树摇风，八觉修行，七教弘通，神机诣理，秋毫坼空，函席广开，法轮徐转，入神精义，谈天胜辩，逐境晦明，逗机深浅，或照盛业，方图云篆,6
采霞绡，〈千层大叶,3
水性就下下之阴杀，见木即消,6
以慰我心,5
仲弓曰： 欺君不忠，病母不孝,6
吾其与闻之,5
光秃秃的大树不再有过去的秀美，但裸露着的杆枝如同条条清晰的大小血脉，流淌着生命，流淌着力量,4
詩酒獨游寺，琴書多寄僧。,2
唐开元宫中镜尽以白银与铜等分铸成，每口值银数两者以此故,6
味辛，温。,1
天下多冤王氏者,6
至来春，桑眼动时，连根掘来，于漫地内，阔八步一行，行内相去四步一树，相对栽之,4
 是寡人之过也,5
尝昼寝，偏藉上袖，上欲起，贤未觉，不欲动贤，乃断袖而起,6
炒食加虾肉，亦佳,0
银红绣球，〈花微小而色轻,3
案《说文》云：梗，山枌榆，有束荚可为芜荑者。《广雅》云：山榆，母估也。,1
博与御史大夫赵玄议之，玄言： 事已前决，得无不宜？ 博曰： 已许孔乡侯矣,6
鸡、鱼、鹅、鸭自首至尾，俱有味存，不必少取多弃也,0
有酒水兼用者，有专用酒不用水者，有专用水不用酒者；有盐酱井用者，有专用清酱不用盐者，有用盐不用酱者；有物太腻，要用油先炙者；有气大腥，要用醋先喷者；有取鲜必用冰糖者；有以干燥为贵者，使其味入于内，煎炒之物是也；有以汤多为贵者，使其味溢于外，清浮之物是也,0
　　十三举曰，凡“口”（音围）圈中字，不可填满，但如斗井，著一字任其下空，可放垂笔，方不觉大，圈比诸字亦须略收，“口”不可圆亦不可方，若日目等字须更放小，若印文中匾口井口字及字上却须略宽，使“口”中见空稍多，字始浑厚，汉印皆如此,6
花开时，士庶竞为游遨，往往于古寺废宅有池台处为市井，张幄帟，笙歌之声相闻,3
卒醮，取笾脯以降，如初,6
念奴娇，〈有二种，俱绿胎，能成树,3
冠者奠爵于荐东，立于筵西,6
然不产中国，产于西域,6
臣愚以为大司空官可罢，复置御史大夫，遵奉旧制,6
《名医》曰：一名示姑，生槐里，五月、八月，采根暴干。,1
紫华，一名长乐，生于蜀，其东界特饶，中国奇而种之，余嘉其华纯耐久，可历冬而服，故与友生各为之赋,3
上不容下，下不必上，斯义得之,6
及晋王羲之、献之，心得神会处，不由师授，故并臻其极，蔚为翰墨之冠,6
且尔言过矣,5
寒士请客，宁用燕窝，不用白片肉，以非多不可故也,0
哀公问,5
所以不敢者，思报厚恩也,6
（我朝弘治中，一采得二万八千两,6
司厨者，能知火候而谨伺之，则几于道矣,0
酱之多少，亦须相物而行,0
切勿用小材，小材必倾覆,4
这盆花的左边雪白雪白，像白色的骏马，右边金黄金黄的，像一只五彩的凤凰，一白一黄，一左一右，十分惹人喜爱,3
陈梦良，以黄净无泥瘦沙种，而切忌肥，恐有靡烂之失,3
"这茶树长得与众不同，你垂着枝条，便却分外坚韧；它不像""梅占""徒长而脆弱，不像""毛蟹""繁枝而纤小，不像""茶聪""干巴而龟裂；它硬朗，光滑又不失娇媚，翠绿的母叶托出片片绛红的新芽",4
孔子以其兄之子妻之,5
老师头角浑呈露。,2
《四时类要》：移竹，五月十三日及辰日，可以移之,4
河间张超亦善草有名，虽然与崔氏同州，不如伯英之得其法也,6
何人曾得陪高論，頭戴神羊馬大夫。,2
好在夕阳凝睇处，数笔秋山。,2
亦各言其子也,5
甄酆定六书二曰：奇字是也,6
吃时加细米粉、火腿屑、松子肉，共敲碎放汤内,0
户服艾以盈要兮，谓幽兰其不可佩。,2
它们有的长在岩石缝隙里，有的枝枝相依,4
少年人要心忙，忙则摄浮气,6
花瓣有好几层，中间是金黄色的花蕊，红黄相间，色彩明丽,4
俟我于堂乎而，充耳以黄乎而，尚之以琼英乎而。,2
 耕之难也,5
一株老态龙钟的古樟，酷似一位风度翩翩的学者,4
杯中体轻，神仙食也”,3
陛下取非其官，官非其人，而望天说民服，岂不难哉！方阳侯孙宠，宜陵侯息夫躬，辩足以移众，强可用独立，奸人之雄，惑世尤剧者也，宜以时罢退,6
【表】晋王肃贺瑞应表曰：伏承祖庙文昭庙，鱼生于鼎，臣闻易中孚彖曰：信及豚鱼，言中和诚信之德，下及豚鱼，则无所不及,6
宜兴有蜀山酒，亦复相似,0
《名医》曰：一名蜰齐，一名勃齐，生河内人家积粪草中，取无时，反行者，良。,1
敬尔威仪，淑慎尔德,6
遮护轻寒施翠幄，标题仙品露牙签。,2
亦名青州红,3
夏天过去了，秋妈妈忙着给树木披上了金装，登高望去，犹如一片茫茫的金海,4
平。,1
孝成皇帝悔之，下诏书，二千石不为故纵，遣使者赐金，尉厚其意，诚以为国家有急，取办于二千石,6
即今隶迹虽难得，尚忆当年丞相斯,6
 必也正名乎,5
松树的枝干像山岳一样雄壮，冬日里的青秀无与伦比,4
八檐仁味甘，无毒。止咳下气，消心腹逆闷。（其果出回回田地。）,0
《名医》曰：生东菜，五月采，阴干。,1
高奇一百篇，見造化工全。,2
案陶宏景云：六畜，谓马、牛、羊、猪、狗、鸡也，蹄，即踯省文。,1
味苦平。,1
又和竟陵王游仙诗曰：天蟜乘绛仙，螭衣方陆离，玉銮隐云雾，溶溶纷上驰，瑶台风不息，赤水正涟漪，峥嵘玄圃上，聊攀琼树枝,6
我徂东山，慆慆不归。我来自东，零雨其濛。鹳鸣于垤，妇叹于室。,2
他物形小而居水族者，吞噬弘多，寿以不永,6
旌表已迎金殿敕，子孫常宴杏園春。,2
鹿蹄主脚膝疼痛。,0
 子夏闻之,5
殷浩始作扬州，刘尹行，日小欲晚，便使左右取袱，人问其故？答曰： 刺史严，不敢夜行,6
尝在郭耕礼家吃鱼翅炒菜，妙绝！未传其方法,0
她踮起脚根，站在像钢条一般紧紧盘住青磐石的黄桶树根上,4
比如：空中飞碟锻炼了腿部力量，射击锻炼了眼睛的观察力，划船锻炼了平衡力,4
《名医》曰：生颍川，四月取自死者。,1
又汉文帝主遵严延年并工史书是也,6
《名医》曰：生南山之阳，一本作南阳，又云黑石脂，一名石涅，一名石墨。,1
本立而道生,0
久则紫中晕出红影，愈见精神,3
主寒热，鬼注，中风湿痹，女子带下病，无子。一名马尿蒿。生川泽。,1
清風不見面，白汗如波流。,2
案《范子计然》云：石斛，出六安。,1
周道也,5
有雀生大鸟于城隅焉,5
《名医》曰：一名细石，生齐山及齐卢山，鲁蒙山，采无时。,1
猪羊并用，号曰 西饼 ,0
且睡一睡却行,6
突象既彰，阴脉单现，渺茫无际，恍惚无栖,6
主土逆胃反，惊痫瘨疾，除热下气，炼化还成九光。久服通神明（《御览》引作吐下，云久服成仙）。生平泽。,1
此为一定之法,3
案《广雅》云：茯神，茯苓也；《范子计然》云：茯苓，出嵩高三辅，《列仙传》云：昌容采茯苓，饵而食之；《史记》褚先生云：传曰，下有伏灵，上有兔丝，所谓伏灵者，在兔丝之下，状似飞鸟之形，伏灵者，千岁松根也，食之不死；《淮南子》说林训云：茯苓掘，兔丝死，旧作茯，非。,1
桃红舞青猊，〈千叶楼子，中五青瓣，一名睡绿蝉，宜阳,3
《吴普》曰：玉泉，一名玉屑，神农岐伯雷公，甘；李氏，平。畏冬华，恶青竹（《御览》），白玉朼如白头公（同上，事类赋引云，白玉体如白首翁）。,1
又藕丝楼子，花大而房垂,3
故知前生是饿鬼投来,0
 试注水焉,5
周萧捴和梁武陵王遥望道馆诗曰：神境流精阙，仙居紫翠房，今有寻真地，逦迤丽通庄，九柱含虬重，三台饰夜光，金辉碧海桃，玉笈紫书方，拂筵青鸟集，吹箫白凤翔，履归堪是燕，石在讵非羊，烟霞四照蕊，风月五名香，於兹喜临眺，原得假霓裳,6
法用猪油、萝卜、纤粉揉成，不可放馅,0
在陡峻危立的绝壁上，一株株倔强的青松穿过乳白色的薄雾，在微风中婆娑起舞，好像有意向人们弦耀它那妩媚多娇的英俊,4
煨鹩鹑、黄雀鹩鹑用六合来者最佳,0
开则倒悬枝下，如塔铃状,3
其不可者拒之,5
虾油买虾子数斤，同秋油入锅熬之，起锅用布沥出秋油，乃将布包虾子，同放罐中盛油,0
大合欢树那弯弯曲曲的树干，就像一位驼背的老公公那葱绿的树冠，就像一面绿色的大草帽戴在驼背老公公的头上，为他返挡着烈日,4
无论是肥沃的土地，还是贫脊的土地，它都可以生长，狂风刮不侄，大雪压不断，从不向人们要求什么，而是默默的无私奉献,4
若责民所不为,5
周庾信和赵王游仙诗曰：藏山还采药，有道得从师，京兆陈安世，成都李意其，玉鱼传相鹤，太一受飞龟，白日香薪寺，青泥美熟芝，山精逢照镜，樵客值围棋，石文如碎锦，藤苗似乱丝，蓬莱在何处，汉后欲遥祠,6
然自汉以来至唐千百载间，金石遗文所载，特存篆隶行草,6
以菜叶实竹笼子藉覆之，使马上不动摇,3
《东观汉记》曰：章帝元和二年，白兔见,6
 见贤思齐焉,5
余笑其如梦之方醒也,0
主皮肤寒热，胃中热气，寒湿痹，坚筋骨，今人嗜食。久服轻身。花叶，去白虫。一名剧草，一名三坚一名豕首。生川谷。,1
 圣人之治化也,5
叶长二尺余，宽约六分，无齿,3
食之皆甘，令人应接不暇,0
欲少留此灵琐兮，日忽忽其将暮。,2
盖北曲本无入声，若并去声而无之，则只有两声矣,6
主五脏邪气，风寒湿痹，益气，补脑髓，坚筋骨。久服耳目聪明，不饥不老，增寿，巨胜苗也。生川谷（旧在米谷部，非）。,1
其举贤援能有如此者,5
【大白】　有三种,3
新菱亦然,0
毛糙而瘦薄者，瘠土所生，不可食,0
近有以石子砖碎盖面者，谓“不生草”,3
寒湜湜。,2
寒泉出澗澀，老檜倚風悲。,2
我徂东山，慆慆不归。我来自东，零雨其濛。果臝之实，亦施于宇。,2
白片鸡肥鸡白片，自是太羹、玄酒之味,0
主胸中瘕热逆气，利水谷。久服，去臭下气通神，一名橘皮。生川谷。（旧在果部，非）,1
远远望去，活像一位老年巨人的手托着一尊宝塔，美丽极了,4
 已矣乎,5
自益者必有决之,5
则民不从其教矣,5
结新知，不如敦旧好,6
有须文火者，煨煮是也，火猛则物枯矣,0
味苦微寒。,1
倘酒将干，鸡肉沿未烂，每斤酌加清开水一茶杯,0
此物惟尹府至精，常以进贡,0
《名医》曰：生江南，取无时。,1
桃毛，主下血瘕寒热，积寒无子，桃蠹，杀鬼邪恶不祥。生川谷。,1
照边鱼蒸法，最佳,0
有花鹅者，有一等鹅不能鸣者，飞则翎响，其肉微腥，皆不及金头鹅。鹅,0
楷书既成，乃纵为行书，行书既成，乃纵为草书,6
何事揚帆去，空驚海上鷗。,2
《名医》曰：生乔山，八月采根，阴干。,1
叶长尺五，有齿，宽三至四分，七叶，硬而挺拔，色青现紫线，根粗，叶稍紫，紫壳，长葶初春开花三至五朵，梅瓣，花紫桃红而大，醇香清雅，舌有大红朱砂二点于金黄舌心，无杂质，喜阴棚而香盛,3
折者，裁也,6
古今葬者虽多，未必尽晓此法,6
