train_content,label
案《说文》云：蘧，蘧麦也。菊，大菊，蘧麦。《广雅》云：茈葳，陵苕，蘧麦也。《Y尔雅》云：大菊，蘧麦。郭璞云：一名麦句姜，即瞿麦。陶宏景云：子颇似麦，x故名瞿麦。,1

案《说文》云：蘧，蘧麦也。菊，菊，蘧麦。《K雅》云：茈葳，陵苕，蘧麦也。《尔雅》云：大菊，蘧麦。郭璞云：一名麦句姜，即瞿麦。陶宏景云：子颇似麦，故名瞿麦。,1

醒脾解浊，全m在于斯,0

醒脾解浊，全于在斯,0

则b失,5

则失民,5

叶薄而尖，其边有瓣者，荆桑也；凡枝、干、条、叶劲者，皆荆之类也,4

叶薄而尖，其边有瓣者，荆桑也；凡枝、干、条、叶坚劲者，皆荆类之也,4

作小w菜亦可,0

作小菜G亦可,0

《吴普》曰：析蓂一名析目，一U名荣冥，一名马骍，雷公神农扁鹊辛，李氏小温，四月采干，二十日生道旁，得细辛良，畏干姜，苦参荠实，神农无毒，生野田，五月五日采阴干，治腹胀（《御t览》）。,1

《吴普》曰：析蓂一名析目，一名W冥，一名马骍，雷公神农扁鹊辛，李氏小温，四月采干，二十日生旁，得细辛良，畏干姜，苦参荠实，神农无毒，生野田，五月日五采阴干，治腹胀（《御览》）。,1

静坐然后知平日之气浮，守默然后知平日之言躁，省事u后知日平之贵闲，闭户然后知平日之交滥，寡欲然后知平日之病多，近情然后知平日之念刻,6

静坐然后知平日之气浮，守默然后知平日之言躁，省事然后知平日贵之闲，闭户然后知平日之交滥，寡欲然后知平日之病多，近情然后知M平日之念刻,6

胭脂味辛，温，无毒。主产后血运，心腹绞痛，敷可游肿。,0

胭脂味辛，温，无毒。主产血后运，心腹绞痛，可敷游肿。,0

但是我喜欢它，为它是V那样纯洁，那样无私，它留给人们的不仅仅是美丽花容，还有那累累硕果,4

是但我喜欢它，因为它是那样纯洁，那样无私，它留给人们的不仅仅是美丽花容，还有那累累硕果,4

昭仪及贤与妻C夕上下，并侍左右,6

昭仪及贤与妻旦夕上下，并侍l右,6

味h平。,1

味i辛平。,1

然后下土坚,4

然后土下坚筑,4

蓺麻如之何？衡从其亩。取妻如之何？告必父母。既曰告止，曷又鞠止？,2

蓺麻如之何？衡从其亩。取妻如何之？必告父母。既曰告止，曷又鞠止？,2

后而和之,5

而K和之,5

盍Q彻乎,5

盍彻,5

南阳县有菊潭，饮其水者皆寿,3

南阳郦县有l菊潭，饮其水者皆寿,3

主痈肿，恶创，死肌，寒风，湿痹，四肢拘缓不收，风头，肿气，通凑理。t名官脂。生山谷。,1

主肿痈，恶创，死肌，寒风，湿痹，四肢拘缓不收，风头，肿气，通凑理。一名官脂。生山谷。,1

不知以裁之,5

知不所以裁之,5

冯察观家厨最精,0

冯观察z厨最精,0

u颈似皋繇,5

其颈t似皋繇,5

【单白】　有数种：一种名青D玉铃儿，苞青白，单瓣，花颇大，片片有黄点，中吐白心如珠,3

【单白】　有数种：一种名青壳玉铃儿，苞青白，瓣单，花颇大，片片有黄点，中吐白心如珠,3

指其大略：猪宜皮薄，不可腥臊；F宜偏嫩，不可老稚；鲫鱼以扁身白肚为佳，乌背者，必崛强于盘中；鳗鱼以湖溪游泳为贵，江生者，必搓讶其骨节；谷喂之鸭，其膘肥而白色；奎土之笋，其节少而L甘鲜；同一火腿也，而好丑若判天渊；同一台鳖也，而恶美分为冰炭；其他杂物，可以类推,0

指其大略：猪宜皮薄，不可腥臊；鸡宜偏嫩，不可老稚；鲫鱼以J扁身白肚为佳，乌背者，必崛强于盘中；鳗鱼以湖溪游泳为，江生者，必搓讶其骨节；谷喂之鸭，其膘肥而白色；奎土之笋，G其节少而甘鲜；同一火腿也，而好丑判若天渊；同一台鳖也，而美恶分为冰炭；其他杂物，可以类推,0

山s上，岩壁上，杜鹃花笑了，到处是一簇一簇耀眼的色彩,3

山坡上，岩壁上，杜F鹃花笑了，到处是一簇一簇耀眼的色彩,3

能知h者,5

能知者此,5

何春c家蛏汤豆腐之炒，竟成绝品,0

何春巢家蛏汤豆之炒，竟成绝品,0

须河水滚透，撤沙去臊，再加鸡O汤、蘑菇爆烂,0

须河水滚透，沙撤去臊，再加鸡汤、蘑菇爆烂,0

］丈瀛洲，此三神山者，在渤e海中，盖尝有至者，诸仙人及不死药生焉，其物禽尽白，而黄金白银为宫阙，未至，望之如云，及到，三神山反居i下，欲到则风引舡而去，终莫能至,6

］洲丈瀛，此三神山者，在渤海中，盖尝有至者，诸仙人及不死药生焉，其物禽尽白，而黄金白银为宫阙，未至，望之如云，及到，三神山反居水下，欲到则风引舡而去，终莫能至,6

徐鸭顶大鲜鸭一只，用百花酒十二两，青盐一两二钱、滚水一汤碗，冲化去沫，再兑冷水七饭碗，鲜姜四厚片，约重一两，同入大瓦盖钵内，将皮纸封固口，用大火笼烧透大炭吉三元（约二文一个）；外用套包p个，将火p笼罩定，不可令其走气,0

徐鸭顶大鲜鸭只一，用百花酒十二两，青盐一两二钱、滚一汤碗，冲化去渣沫，再兑冷水七饭碗，鲜姜四厚片，约重一两，同入大瓦盖钵内，将皮纸封w口，用大火笼烧透大炭吉三元（约二文一个）；外用套包一个，将火笼罩定，不可令其走气,0

h肯向萦涂索价。,2

肯向萦涂e价。,2

"竹子的节坚定，坚定是为了立志，君子看它的节，就想到要磨炼自己的y行，不管一帆风顺还是遇到危险时，都始终如一（想到砥砺名节、无论穷通祸福,始终如一的人）",4

"竹子的节坚定，坚定是为了立志，君子看见它的节，就想到要磨N炼自己的品行，不管一帆风顺还是遇到危险时，都始终如一（想到砥砺名节、无论通穷祸福,始终如一的人）",4

又青溪山馆碑曰：原夫法象莫过於天地，明著莫过於日月，鼓之以雷电，润之以风雨，咸秩无文，所以名山致祭，峻极於天，青溪山者，荆南之岳也，隐隐干霄，亭亭无际，云盖三层，如在帝台之侧，桂林八树，非异景山之傍，轻霞亘起，影e照於阳溪，清风至远，响猿鸣於巫峡，西临百丈之穴，南带千仞之水，洪源湛淡，长波萦P复,6

又青溪山馆碑曰：原夫法象莫过於天地，著明y莫过於日月，鼓之以电，润之以雨风，咸秩无文，所以名山致祭，峻极於天，青溪山者，荆南之中岳也，隐隐干霄，亭亭无际，云盖层，如在帝台之侧，桂林八树，非异景山之傍，轻霞亘起，影落照於阳溪，清风远至，响猿鸣於巫峡，西临百丈之穴，h带千仞之水，洪源湛淡，长波萦复,6

味E温。,1

味温辛。,1

《吴普》曰：长石一名方石，一名直石，生长子山谷，如马齿，润泽H玉色长鲜，服之不饥（《御览》）。,1

《吴普》曰：长石一名方石，一名直石，生长子谷山，如马齿，润泽玉色长鲜，服之不饥（《御览》）。,1

案《西山经》云：皇人之山，其下多青；郭云璞：空青曾青之属；《范子计然》云：空青出巴郡；《司马相如赋》云：丹青，张揖云青，青也；颜师古云：青，今之丹J青也。,1

案《西山经》云：皇人之山，其下多青；郭璞云：空青曾青之属；《U子计然》云：空青出巴郡；《司马相如赋》云：丹青，张揖云青，青也；s师古云：青，今之丹青也。,1

作《羽V族单》,0

作《羽族N单》,0

白蜺婴茀，胡为L此堂？,2

白蜺婴茀，胡此为堂？,2

c下利脓血，补中续绝伤金创，益气不饥耐老。生山谷。,1

主下利脓血，补中续绝X金创，益气不饥耐老。生山谷。,1

渡滠水至黄浒铺，陌上徧生紫花，自根至颠纯花少叶，色如江南诸葛菜、桔梗花，数百里内皆有之，楚人呼为闷头花，近之輙头闷不止，相戒以为不向可迩，吴人呼为老鼠花，花、干皆入Q药，春月采而藏之,3

渡滠水至黄浒铺，陌徧生紫花，自根至颠纯花少叶，色如江南诸葛菜、梗桔花，数百里内皆有之，楚人呼为闷头花，近之輙头闷不止，相戒以为不可向迩，吴l呼为老鼠花，花、干皆入药，春月采而藏之,3

段一文章种性。,2

段文章种性。,2

病Z疮疾，作膏药贴，神效,4

诸病疮疾，作膏药贴，神效,4

帝然其C言，心以为忠，遂不见珣,6

帝然其言，心以为忠，遂见不珣,6

丹，姿态优美,3

牡丹，姿P态优美,3

梧桐早已落叶，望春x花也只剩着疏落的空枝；唯有终年常青的黄杨木，还透示着几分生意,4

梧桐早已落叶，望春花也只剩着疏落的空枝；唯有终年a青的黄杨木，还透着几分生意,4

细叶、叶寿安，潜溪绯，以地著,3

细叶、粗叶寿安，溪潜绯，以地著,3

凡珠在蚌，如在璞,6

珠凡在蚌，如玉在璞,6

蓑衣饼干面用冷水调，不y多，揉擀薄后，卷再擀薄了，用猪油、白糖铺匀，再卷拢擀成薄饼，用猪油熯黄,0

蓑衣饼干面用冷水调，不可多，揉擀后薄，卷拢再擀薄了，用油猪、白糖铺匀，再卷拢擀成薄饼，用猪油熯黄,0

　　一举曰，科h为字之祖，象虾（虫+麻）子形也,6

　　一举曰，科斗为字x之祖，象虾（虫+麻）子形也,6

匪风发Z，匪车偈兮。顾瞻周道，中心怛兮。,2

匪风发兮，匪车偈兮。顾瞻道，中心怛兮。,2

］春感精符曰：王者旁流四表，则白雉见,6

］春秋感精符曰：王者旁流四Y，则白雉见,6

枣不A皮，取其鲜也；油不先熬，取其生也,0

枣不去皮，取r其鲜也；油不先熬，取其生也,0

心源澄Y道靜，衣葛蘸泉凉。,2

心源澄靜道，衣葛蘸泉凉。,2

恣情枕j上飛莊蝶，任爾雲間騁陸龍。,2

恣情枕上飛莊蝶，任爾雲間騁陸R龍。,2

浙大白乃马塍种遗,3

浙大白乃马塍遗,3

云林鹅《倪M林集》中载制鹅法,0

云林鹅《倪林云集》中载制鹅法,0

艶阳娇，〈小瓣，红,3

艶阳娇，〈小瓣，红梅,3

因余爱之，次U日再送一坛来，则全然不是矣,0

因余爱之，次日再送一坛来，则全然不矣,0

白马茎味咸甘，无毒。主伤中，脉绝，强志，h益气，长肌肉，令人有子，能壮盛阴气。,0

白马茎味咸甘，无毒。主伤中，脉绝，强志，益气，长肌肉，令人子有，能壮盛阴气。,0

种则可存,3

种备则可存,3

每一蒸后，必一z洗一拭,0

每一蒸后，必一洗拭一,0

府尹道： 他做下这般罪，高太尉批仰定罪，定要问他 手执利刃，故入节堂，杀害本官 ，怎周全得他？ 孙定道： J南衙开封府不是朝廷的，是高太尉家的？ 府尹道： 胡说！ 孙定道： 谁不知高太尉当z权，倚势豪强，更兼他府里无般不做，但有人小小触犯，便发来开府封，要杀便杀，要剐便剐，却不是他家府,6

府尹道： 他做下这般罪，高太尉批仰罪，定要问他 手执利刃，故入节堂，杀害本官 ，怎周全得他？ 孙定道： 这南衙开封X不是U朝廷的，是高太尉家的？ 府尹道： 胡说！ 孙定道： 谁不知高太尉当权，倚势豪强，更兼他府里无般不做，但有人小小触犯，便发来开封府，要杀便杀，要剐便剐，却不是q家官府,6

案《广雅》云：鸢尾乌萐，M射干也。《荀子》劝学篇云：西方有木焉，名曰射干，茎长四寸。《范子然》云：射干根如□□□安定。,1

案《广雅》云：鸢尾乌萐，射干也。《荀子》劝学篇云：西方有木焉，名曰射干，茎长四寸。《范子N计然》云：射干根如□□□安定。,1

五、六月茎端开大白花，长寸五，六出，四垂向下，色亦不红,3

五、六月茎端开大花白，长五寸，六出，四垂向下，色亦不红,3

春夏之k际，花正盛开，岂不令人心旷神怡,3

春夏之际，花正盛开，岂不令人心神怡,3

主寒热，恶创，火热，辟鬼气不祥（《御览》作辟恶气，不祥，鬼X毒）。一名丹草（《御览》引云：丹沙草）。生山谷。,1

主寒热，恶创，热，辟鬼气不u（《御览》作辟恶气，不祥，鬼毒）。一名丹草（《御览》引云：丹沙草）。生山谷。,1

快，快，芭蕉的巨B掌，椰子树的旗头，橡皮树的白鼓眼，棕榈树的毛大腿，合欢树的红花痢，无花果树的饭要腔，蹲着脖子，弯着臂膊……,4

快，快，芭蕉的巨灵掌，椰子树的旗头，橡皮树的白鼓眼，棕榈树的毛大腿，合欢树的红花痢，无花果树的要饭腔，蹲着子脖，弯着臂膊……,4

金精雪浪，〈白花黄萼，互相照映，花瓣微阔而厚硬，近蕊稍紫，常以h乱黄绒铺锦,3

金精雪浪，〈白花黄萼，互相照映，花瓣微阔而厚硬，近蕊稍紫，常以此乱c绒铺锦,3

U昔者,5

者,5

不远处，有几株粗壮的枯树，歪歪扭扭，伤斑斑，零丁地扎在水中，半截露出海面,4

不远处，有几株粗壮的枯树，歪歪扭扭，伤痕斑斑，零丁地扎在水，半截露出海面,4

《帝王世纪》曰：丰公家于沛之丰邑中阳里，其妻梦赤乌若R，戏己而生执嘉，是为太公太上皇,6

《帝王世纪》曰：丰公家于沛之丰邑中阳里，其妻梦赤乌若龙，戏己而生执嘉，是为太R公太上皇,6

苍烟t撼流泉绕。,2

苍烟风撼流P绕。,2

］为民祠l魏睢后土，营旁，见地如钩状，棓视得鼎，以礼迎鼎至甘泉，从行，上荐之，至中山，晏温有黄云盖焉，有鹿过，上自射之，因以祭之，至长安，公卿大夫皆议，谓之宝鼎,6

］为民祠魏睢后土，营旁，见地如钩状，棓视得鼎，以礼迎鼎至甘泉，从行，上荐之，至中山，晏温有黄云盖焉，有鹿过，上射之，因以祭之，至长安，公卿V夫皆议，谓之宝鼎,6

犹记银。,2

记犹银床。,2

叶圆厚而多津者，鲁L也；凡枝、干、条、叶丰腴者，皆鲁之类也,4

叶圆厚而多津者，鲁h也；凡枝、干、条、叶丰腴者，皆鲁之类也,4

竹的彩色是绿色的，但却不显单调，给人以生机,4

竹的色彩是绿色的，但却不显单X调，给人以生机,4

羌声色兮人，观者儋兮忘归,2

羌声色兮娱人，者观儋兮忘归,2

松梢觸霓旌動，棕葉霜沾鶴翅垂。,2

松梢風觸霓旌動，棕葉霜沾翅垂。,2

千层馒头杨参戎家制馒头，其白如雪，揭之如有千M,0

千层馒头杨参戎家制馒头，白如雪，揭之如有千层,0

曲味甘，大暖。疗藏府中风气，调S中益气，开胃消食，补虚去冷。陈久者良。,0

曲味甘，大暖。疗藏府中风气，调中益气，开胃消食，虚去冷。陈久者良。,0

其迹有石鼓文存也，盖讽宣王畋猎之所作，今则陈仓李斯小篆采兼其意，史籀即籀文之也,6

迹有石鼓文存也，盖讽宣王猎之所作，今则陈仓李斯小篆兼采其意，史籀即籀文之祖也,6

牡丹出丹州、延州，东出青州，南亦T出越州，而出洛阳者今为天下第一,3

牡丹出丹州、延州，东出青州，南亦出越州，而出洛阳者今为天第一,3

子之仕也,5

子君之仕也,5

诏将作大匠为贤起大第北阙下，重殿，洞门，U木之功，穷极技巧,6

诏将作大匠为贤起大第北阙下，重殿，洞门，土Q之功，穷极技巧,6

莫以纶巾羽扇，便忘浦绿沧洲。,2

莫以纶羽巾扇，便忘绿浦沧洲。,2

五Z至七叶，叶长二尺五，宽六至七分，色清而有光泽，叶背紫红,3

五至七叶，叶长二尺五，宽六M至七分，色清而有光泽，叶背紫红,3

好意叫他洗脚，颠倒嫌冷嫌热，却不是好心不S好报,6

好意叫他洗脚，颠倒嫌冷嫌热，却是不好心不得好报,6

躬如也,5

躬鞠如也,5

有是言也,5

须俟开二三日，视其将蔫，即h摘去之,3

须俟开二三日，视其将蔫，即摘l之,3

盆形宜不宜方与有角，宜上宽下狭，不宜盆口有棱,3

盆形宜圆不宜方与有E角，宜上宽下狭，不宜盆口有棱,3

饧味甘，微温，无毒。补乏虚，止渴，去血，健脾，治嗽。小儿误吞钱，取一斤，渐渐尽食之即出。,0

饧味甘，微，无毒。补虚乏，止渴，去血，a脾，治嗽。小儿误吞钱，取一斤，渐渐尽食之即出。,0

每当花苞开放，一股浓T的清香顿时散发出来,3

每当苞花开放，一股浓郁的清香顿时散发出来,3

何E也,5

器也,5

（《御览》作y芦）,1

（《御览》作梨Q）,1

味苦酸（《御览》F作辛）。,1

味苦酸（《览御》作辛）。,1

僧話溪磻叟，平生重赤松。,2

僧話磻溪叟，平生重松。,2

上即位，司隶校尉解光、骑都尉李W寻白贺良等，皆待诏黄门,6

上即位，司隶校尉解光、骑都尉李白寻贺良等，皆待诏黄门,6

炒羊肉丝与炒猪肉同,0

炒羊肉丝与炒肉猪丝同,0

I闻六言六蔽矣乎,5

女闻六言I蔽矣乎,5

《晋阳春秋》曰：咸康八年，穀成［《太平御》七百五十六作城,6

《晋阳春秋》曰：咸康八年，穀成［《太平御览》七百五十六作U城,6

凡Y钱熔铜之罐，以绝细土末（打碎干土砖妙）和炭末为之,6

凡铸钱熔铜之罐，以绝细土末（打碎干砖妙）和炭末为之,6

【香桃】　朵K瓣匀，惟不整齐，无一朵圆稳者,3

【香桃】　朵大瓣匀，惟不整齐，无一朵圆者稳,3

则忧z可知矣,5

则忧可矣,5

尹文端公曰： 宁j人等粥，毋粥等人,0

尹文端公曰： 宁u人等粥，毋粥等人,0

或加r冬腌芥菜，则不可用韭矣,0

或加冬腌芥菜，则N不可用韭矣,0

而今则酱臭而鱼X败矣,0

而今则酱臭而鱼矣,0

,4

于我如J浮云,5

于我如浮H,5

w平实红，〈此花大瓣桃红，花面径过一尺，花之大无过于此，亦得自曹州,3

平实红，〈此花大瓣桃红，P花面径过一尺，花之大无过于此，亦得自曹州,3

十q柱四分而立，顶结方尖，周檐亦成十字,6

十二柱四分而立，顶方结尖，周檐亦成十字,6

　　为八分之F说者多矣,6

　　为分之说者多矣,6

萝卜汤圆萝卜刨丝K滚熟，去臭气，微干，加葱酱拌之，放粉团中作馅，再用麻油灼之,0

萝卜汤圆萝卜刨丝滚熟，去臭r，微干，加葱酱拌之，放粉团中作馅，再用麻油灼之,0

又有边黑者，产中州,3

又有黑边者，产中,3

白f沙在泥，与之俱黑，渐染之习久矣,6

白沙在泥，与之俱黑，染之习久矣,6

花红叠萃，〈尖胎，花身M魁岸，下大叶五、六层，腰间襞积细瓣鬈曲碎聚，顶上复出一层大叶，花在绿树之颠,3

花红叠萃，〈尖胎，花身i魁岸，其下大叶五、六层，腰间襞积细瓣鬈曲碎聚，顶上复出一层大叶，花在绿树之颠,3

z人欲速者亦买之,6

行人W欲速者亦买之,6

吾未W见刚者,5

吾未见者,5

S其死以有待也,5

爱其死以L待也,5

知此，则k元曲用笔之法晓然矣,6

知此，则元曲笔用之法晓然矣,6

Z既成啖之,5

既i成啖之,5

有略煮即不f嫩者，鲜鱼、酣蛤之类是也,0

有略煮即不者嫩，鲜鱼、酣蛤之类是也,0

语人曰： 少年时读论语、O老子，又看庄、易，此皆是病痛事，当何所益邪？天下要物，正有战国策,6

语人曰： 少年时读论语、老子，又看庄、易，此皆是病痛事，当何所益邪？天下要物，有正战国策,6

出U壳可，带壳亦可，香软可爱,0

出壳可，带壳亦可，软可爱,0

予不m得视犹子也,5

予不视犹子也,5

《士农必用》：i种与前法同,4

《士农必用》：畦种与前同,4

孰谓鄹人之m知礼乎,5

孰谓鄹人之子礼知乎,5

再看那丁香树，远W看去，就像一株株落满晶莹雪花的圣诞树，圣洁而诱人,4

再看那丁香树，远远看去，就像一株株落满晶莹雪花的圣诞树，圣洁而V人,4

羊肾补肾虚，益H髓。,0

羊肾补肾虚，益精。,0

篆者，传也，传其物理，施之无穷，甄丰六书,6

篆者，传也，传其物理，施之无穷，甄丰定六E,6

X知也,5

知无也,5

噫,5

主风湿寒热，邪气，热结黄O。久服轻身，益气耐老（《御览》作能老）。生邱陵阪岸上。,1

主风湿寒热，邪气，热结黄。久服轻身，益气耐老（《御览》作能老）。生邱陵阪岸上。,1

重番加水；一误于火势忽停，既断复R；一病在于太要相度，屡起锅盖，则油必走,0

重番加水；一误于火势忽停，既断复续；一病在于要相度，屡起锅盖，则油必走,0

